affile,score,hom,prob
AF-A0A5K4ETN9-F1-model_v4,7.36,1373,0.324
AF-G4M0G9-F1-model_v4,3.28,1373,0.091
AF-A0A3Q0KV34-F1-model_v4,1.22,1373,0.01
AF-A0A3Q0KTG0-F1-model_v4,7.06,1373,0.306
AF-A0A3Q0KK25-F1-model_v4,11.78,1373,0.54
AF-G4LX41-F1-model_v4,8.91,1374,0.409
AF-A0A5K4EJH5-F1-model_v4,1.57,1374,0.02
AF-A0A5K4FAD0-F1-model_v4,6.78,1374,0.291
AF-A0A3Q0KNS8-F1-model_v4,2.92,1374,0.075
AF-A0A5K4F051-F1-model_v4,27.47,1374,0.882
AF-G4V8G5-F1-model_v4,5.09,1374,0.192
AF-A0A5K4EIR5-F1-model_v4,2.52,1374,0.057
AF-I0B503-F1-model_v4,22.87,1375,0.833
AF-A0A3Q0KSJ5-F1-model_v4,33.27,1375,0.921
AF-G4LVZ7-F1-model_v4,13.47,1375,0.604
AF-A0A3Q0KSL9-F1-model_v4,20.94,1376,0.801
AF-A0A5K4F313-F1-model_v4,15.78,1376,0.681
AF-A0A3Q0KVJ0-F1-model_v4,14.74,1376,0.651
AF-G4VC98-F1-model_v4,12.51,1377,0.569
AF-A0A3Q0KPW3-F1-model_v4,6.95,1377,0.3
AF-A0A5K4FC44-F1-model_v4,55.07,1377,0.974
AF-A0A3Q0KL50-F1-model_v4,26.41,1378,0.873
AF-G4VK90-F1-model_v4,57.81,1378,0.978
AF-A0A5K4ET13-F1-model_v4,18.31,1379,0.748
AF-A0A3Q0KT97-F1-model_v4,120.76,1379,0.997
AF-A0A5K4FAB3-F1-model_v4,96.16,1380,0.995
AF-A0A3Q0KRB0-F1-model_v4,4.77,1380,0.174
AF-A0A5K4FEL7-F1-model_v4,23.99,1381,0.848
AF-A0A5K4F2T0-F1-model_v4,1.83,1381,0.029
AF-A0A3Q0KL52-F1-model_v4,11.81,1382,0.542
AF-G4VJB3-F1-model_v4,22.58,1382,0.829
AF-A0A3Q0KNM8-F1-model_v4,27.23,1382,0.88
AF-A0A3Q0KPE9-F1-model_v4,35.28,1383,0.932
AF-Q26548-F1-model_v4,3.01,1383,0.079
AF-A0A3Q0KGC9-F1-model_v4,24.96,1384,0.86
AF-A0A5K4EUK9-F1-model_v4,18.38,1385,0.75
AF-G4VDW1-F1-model_v4,7.4,1386,0.326
AF-A0A5K4EVJ5-F1-model_v4,38.44,1386,0.942
AF-A0A3Q0KD80-F1-model_v4,63.44,1386,0.985
AF-A0A3Q0KHC0-F1-model_v4,5.64,1386,0.225
AF-A0A3Q0KMY5-F1-model_v4,9.89,1387,0.457
AF-A0A5K4EJW3-F1-model_v4,25.7,1387,0.867
AF-A0A3Q0KKV1-F1-model_v4,3.11,1387,0.084
AF-A0A3Q0KG59-F1-model_v4,6.76,1387,0.29
AF-A0A3Q0KQS2-F1-model_v4,29.32,1388,0.895
AF-A0A5K4F575-F1-model_v4,13.04,1388,0.59
AF-G4VM90-F1-model_v4,3.2,1388,0.088
AF-A0A5K4EYW3-F1-model_v4,11.38,1389,0.525
AF-A0A5K4F2I0-F1-model_v4,21.15,1390,0.805
AF-A0A5K4FAX1-F1-model_v4,21.31,1390,0.808
AF-A0A5K4EX41-F1-model_v4,31.35,1390,0.909
AF-A0A5K4FC21-F1-model_v4,14.0,1391,0.623
AF-A0A5K4FC79-F1-model_v4,22.94,1391,0.834
AF-G4LW63-F1-model_v4,29.42,1392,0.896
AF-A0A5K4F4S8-F1-model_v4,13.17,1392,0.594
AF-A0A3Q0KKV7-F1-model_v4,17.15,1393,0.718
AF-G4LZN6-F1-model_v4,2.55,1394,0.058
AF-A0A3Q0KMP2-F1-model_v4,93.72,1394,0.995
AF-A0A3Q0KU35-F1-model_v4,45.5,1394,0.959
AF-A0A5K4FCF5-F1-model_v4,18.53,1394,0.754
AF-G4M149-F1-model_v4,4.61,1395,0.165
AF-A0A5K4FB04-F1-model_v4,39.16,1396,0.943
AF-A0A5K4ETE9-F1-model_v4,8.98,1396,0.412
AF-A0A3Q0KR20-F1-model_v4,13.33,1396,0.599
AF-A4K7Z0-F1-model_v4,136.67,1396,0.998
AF-A0A5K4F1N5-F1-model_v4,14.03,1396,0.624
AF-A0A146MIC5-F1-model_v4,12.97,1397,0.587
AF-A0A3Q0KKT0-F1-model_v4,49.56,1397,0.967
AF-A0A3Q0KRE6-F1-model_v4,19.75,1397,0.781
AF-G4V683-F1-model_v4,21.01,1398,0.803
AF-A0A5K4EQZ6-F1-model_v4,21.49,1398,0.811
AF-A0A5K4EQ52-F1-model_v4,13.44,1398,0.603
AF-A0A3Q0KLM4-F1-model_v4,20.02,1398,0.787
AF-A0A5K4FAR6-F1-model_v4,6.63,1398,0.283
AF-A0A5K4F6X8-F1-model_v4,8.03,1399,0.36
AF-A0A5K4F0C4-F1-model_v4,26.93,1400,0.877
AF-A0A3Q0KDJ3-F1-model_v4,18.14,1400,0.745
AF-A0A5K4EZX0-F1-model_v4,22.26,1400,0.824
AF-A0A5K4FBZ3-F1-model_v4,25.41,1400,0.865
AF-A0A5K4FEJ0-F1-model_v4,14.45,1401,0.639
AF-A0A5K4F400-F1-model_v4,5.28,1402,0.203
AF-A0A5K4FC89-F1-model_v4,35.67,1402,0.934
AF-A0A3Q0KQ85-F1-model_v4,20.91,1403,0.801
AF-G4V841-F1-model_v4,2.03,1404,0.037
AF-A0A5K4F307-F1-model_v4,11.61,1404,0.534
AF-G4VTC3-F1-model_v4,59.46,1404,0.982
AF-A0A3Q0KUB9-F1-model_v4,8.44,1404,0.383
AF-A0A5K4FBL2-F1-model_v4,7.29,1404,0.32
AF-A0A3Q0KQ46-F1-model_v4,27.73,1404,0.884
AF-A0A3Q0KEK5-F1-model_v4,6.91,1404,0.298
AF-Q6WVP6-F1-model_v4,20.69,1405,0.797
AF-A0A3Q0KBG9-F1-model_v4,23.82,1405,0.846
AF-A0A5K4FAI5-F1-model_v4,16.59,1405,0.705
AF-A0A5K4EWL3-F1-model_v4,15.26,1405,0.668
AF-G4LUL2-F1-model_v4,20.66,1406,0.797
AF-A0A5K4F1W8-F1-model_v4,10.89,1406,0.502
AF-A0A3Q0KG84-F1-model_v4,7.62,1406,0.338
AF-A0A3Q0KH80-F1-model_v4,18.77,1407,0.76
AF-A0A5K4F5M5-F1-model_v4,15.66,1407,0.678
AF-A0A3Q0KRS4-F1-model_v4,68.63,1407,0.987
AF-A0A3Q0KLH0-F1-model_v4,13.0,1407,0.588
AF-A0A3Q0KD39-F1-model_v4,30.93,1407,0.906
AF-A0A3Q0KLY7-F1-model_v4,7.3,1408,0.32
AF-A0A5K4F1A3-F1-model_v4,22.78,1408,0.832
AF-A0A5K4F684-F1-model_v4,14.11,1409,0.627
AF-A0A3Q0KTR8-F1-model_v4,7.83,1409,0.35
AF-A0A5K4F8Z0-F1-model_v4,18.23,1409,0.746
AF-A0A3Q0KP77-F1-model_v4,27.29,1410,0.881
AF-A0A3Q0KKS7-F1-model_v4,32.59,1410,0.917
AF-A0A5K4EXM4-F1-model_v4,6.19,1410,0.256
AF-A0A5K4F821-F1-model_v4,20.2,1411,0.79
AF-A0A3Q0KM40-F1-model_v4,6.79,1411,0.291
AF-A0A5K4EV06-F1-model_v4,16.95,1411,0.714
AF-G4VR43-F1-model_v4,1.63,1411,0.022
AF-A0A3Q0KCF6-F1-model_v4,32.53,1411,0.916
AF-G4VM07-F1-model_v4,44.08,1411,0.956
AF-A0A5K4F9F8-F1-model_v4,21.76,1411,0.817
AF-A0A5K4F1C0-F1-model_v4,6.13,1412,0.252
AF-A0A3Q0KML2-F1-model_v4,17.13,1412,0.718
AF-A0A5K4FA98-F1-model_v4,6.71,1412,0.288
AF-A0A5K4FDW5-F1-model_v4,22.65,1412,0.83
AF-A0A3Q0KC34-F1-model_v4,69.91,1412,0.988
AF-A0A3Q0KJ63-F1-model_v4,20.51,1412,0.794
AF-G4VQ91-F1-model_v4,22.97,1413,0.834
AF-A0A5K4EZ25-F1-model_v4,18.66,1413,0.757
AF-G4V7X1-F1-model_v4,91.13,1413,0.994
AF-A0A5K4FAG9-F1-model_v4,1.55,1413,0.019
AF-A0A5K4EX52-F1-model_v4,27.21,1414,0.88
AF-A0A5K4F0L5-F1-model_v4,56.5,1414,0.976
AF-A0A5K4FCA8-F1-model_v4,11.28,1414,0.52
AF-A0A3Q0KML6-F1-model_v4,24.67,1415,0.857
AF-A0A3Q0KPH5-F1-model_v4,5.6,1415,0.223
AF-G4VEC8-F1-model_v4,30.44,1415,0.904
AF-A0A3Q0KFG0-F1-model_v4,32.39,1415,0.916
AF-A0A5K4FCC2-F1-model_v4,11.68,1415,0.537
AF-A0A3Q0KL66-F1-model_v4,112.67,1416,0.997
AF-A0A3Q0KTH7-F1-model_v4,3.19,1416,0.087
AF-A0A3Q0KJK7-F1-model_v4,46.68,1416,0.961
AF-G4VQ12-F1-model_v4,6.7,1417,0.287
AF-A0A3Q0KJY2-F1-model_v4,1.97,1417,0.035
AF-A0A3Q0KRY8-F1-model_v4,24.69,1417,0.857
AF-A0A5K4FA70-F1-model_v4,13.96,1417,0.622
AF-A0A3Q0KRT5-F1-model_v4,3.69,1417,0.112
AF-A0A5K4F0R9-F1-model_v4,10.07,1417,0.466
AF-A0A3Q0KQK2-F1-model_v4,5.35,1417,0.208
AF-A0A3Q0KVB5-F1-model_v4,23.57,1418,0.842
AF-G4V8V6-F1-model_v4,21.36,1418,0.809
AF-A0A5K4F1F5-F1-model_v4,20.01,1418,0.786
AF-A0A3Q0KSH1-F1-model_v4,34.52,1418,0.927
AF-G4VFZ6-F1-model_v4,40.33,1419,0.947
AF-G4LY75-F1-model_v4,52.22,1419,0.97
AF-A0A5K4ENV0-F1-model_v4,18.28,1419,0.748
AF-A0A5K4ECK1-F1-model_v4,23.32,1420,0.839
AF-A0A5K4F929-F1-model_v4,13.19,1420,0.595
AF-A0A5K4F5E7-F1-model_v4,20.72,1420,0.798
AF-A0A5K4F4B2-F1-model_v4,8.19,1420,0.37
AF-A0A5K4E7T8-F1-model_v4,11.13,1421,0.514
AF-G4V788-F1-model_v4,30.37,1421,0.903
AF-A0A5K4FBG3-F1-model_v4,13.93,1421,0.621
AF-G4VB67-F1-model_v4,23.63,1422,0.843
AF-A0A5K4F8W9-F1-model_v4,44.52,1422,0.957
AF-A0A5K4ERN5-F1-model_v4,41.1,1422,0.949
AF-A0A5K4F2W3-F1-model_v4,38.69,1423,0.943
AF-A0A3Q0KRJ7-F1-model_v4,8.53,1424,0.388
AF-G4LXB1-F1-model_v4,7.11,1424,0.309
AF-G4LY82-F1-model_v4,19.4,1427,0.774
AF-G4VRB5-F1-model_v4,32.97,1427,0.919
AF-A0A3Q0KS13-F1-model_v4,16.93,1427,0.713
AF-A0A5K4FCS2-F1-model_v4,3.21,1428,0.088
AF-A0A5K4FDA7-F1-model_v4,14.07,1428,0.626
AF-G4LUJ6-F1-model_v4,1.9,1428,0.032
AF-G4VHQ2-F1-model_v4,38.63,1428,0.943
AF-A0A5K4FAS1-F1-model_v4,28.08,1430,0.887
AF-A0A3Q0KC36-F1-model_v4,72.05,1430,0.988
AF-G4V9A8-F1-model_v4,10.14,1432,0.469
AF-A0A5K4ENW0-F1-model_v4,13.96,1432,0.622
AF-C4QJA6-F1-model_v4,31.17,1432,0.908
AF-G4VSB7-F1-model_v4,3.04,1432,0.081
AF-A0A5K4F8V1-F1-model_v4,5.34,1433,0.207
AF-G4LYI8-F1-model_v4,17.69,1433,0.734
AF-A0A3Q0KHT0-F1-model_v4,7.74,1435,0.345
AF-A0A5K4FDN4-F1-model_v4,3.17,1435,0.086
AF-A0A3Q0KK22-F1-model_v4,2.94,1435,0.076
AF-A0A5K4EJZ4-F1-model_v4,41.74,1436,0.951
AF-G4V8N9-F1-model_v4,23.41,1437,0.84
AF-A0A3Q0KDP7-F1-model_v4,6.01,1437,0.245
AF-G4LWP8-F1-model_v4,12.5,1437,0.568
AF-A0A5K4F9A1-F1-model_v4,19.04,1437,0.766
AF-A0A5K4F410-F1-model_v4,8.92,1438,0.409
AF-A0A5K4F4F1-F1-model_v4,21.0,1439,0.802
AF-G4VB16-F1-model_v4,2.0,1440,0.036
AF-A0A3Q0KQJ9-F1-model_v4,4.72,1440,0.171
AF-A0A3Q0KTL1-F1-model_v4,37.46,1440,0.94
AF-A0A3Q0KVE0-F1-model_v4,2.8,1443,0.07
AF-A0A5K4FCC7-F1-model_v4,22.77,1443,0.832
AF-G4VAW8-F1-model_v4,16.49,1443,0.702
AF-G4VEX1-F1-model_v4,7.17,1443,0.312
AF-G4LX53-F1-model_v4,1.87,1444,0.031
AF-A0A3Q0KDH1-F1-model_v4,8.74,1444,0.4
AF-A0A5K4F2H9-F1-model_v4,29.04,1445,0.894
AF-A0A3Q0KEF3-F1-model_v4,13.29,1445,0.598
AF-A0A5K4F3E9-F1-model_v4,4.8,1446,0.175
AF-G4LVK3-F1-model_v4,13.16,1446,0.594
AF-G4LUT6-F1-model_v4,10.02,1446,0.463
AF-A0A5K4EY01-F1-model_v4,36.66,1446,0.937
AF-A0A5K4F2P2-F1-model_v4,5.0,1447,0.187
AF-A0A3Q0KFI5-F1-model_v4,14.58,1448,0.644
AF-A0A5K4F3T3-F1-model_v4,44.6,1449,0.957
AF-A0A3Q0KDL7-F1-model_v4,1.79,1449,0.028
AF-A0A3Q0KF67-F1-model_v4,47.64,1451,0.964
AF-A0A3Q0KFB4-F1-model_v4,44.01,1451,0.956
AF-A0A3Q0KM34-F1-model_v4,26.33,1451,0.872
AF-G4VGI0-F1-model_v4,11.27,1452,0.52
AF-A0A3Q0KC07-F1-model_v4,24.58,1452,0.856
AF-A0A3Q0KQ07-F1-model_v4,4.45,1452,0.155
AF-A0A5K4EVU9-F1-model_v4,76.83,1453,0.991
AF-A0A3Q0KUC0-F1-model_v4,20.78,1453,0.799
AF-A0A3Q0KMC4-F1-model_v4,6.86,1453,0.295
AF-A0A3Q0KQC4-F1-model_v4,17.66,1453,0.733
AF-G4VP93-F1-model_v4,34.66,1454,0.928
AF-G4VRU0-F1-model_v4,15.82,1454,0.683
AF-A0A5K4F2L3-F1-model_v4,6.93,1455,0.299
AF-A0A3Q0KR10-F1-model_v4,31.32,1455,0.909
AF-A0A5K4FGT9-F1-model_v4,78.22,1455,0.991
AF-A0A5K4F0M8-F1-model_v4,7.66,1455,0.34
AF-G4VIR8-F1-model_v4,60.57,1456,0.982
AF-A0A3Q0KT20-F1-model_v4,24.72,1457,0.858
AF-A0A5K4FAZ2-F1-model_v4,14.72,1457,0.65
AF-A0A5K4F291-F1-model_v4,23.29,1458,0.839
AF-G4VQK3-F1-model_v4,4.23,1458,0.143
AF-A0A3Q0KP72-F1-model_v4,2.39,1458,0.052
AF-A0A5K4FD58-F1-model_v4,57.24,1459,0.977
AF-A0A3Q0KSH4-F1-model_v4,13.69,1459,0.612
AF-A0A3Q0KEA1-F1-model_v4,40.88,1460,0.948
AF-A0A3Q0KUE2-F1-model_v4,23.55,1460,0.842
AF-A0A5K4F111-F1-model_v4,19.45,1461,0.775
AF-G4LXG3-F1-model_v4,18.85,1462,0.762
AF-A0A3Q0KDI9-F1-model_v4,41.58,1462,0.951
AF-G4V6T5-F1-model_v4,20.05,1462,0.787
AF-A0A3Q0KKI3-F1-model_v4,12.1,1463,0.552
AF-A0A3Q0KSH3-F1-model_v4,95.21,1463,0.995
AF-A0A3Q0KR19-F1-model_v4,61.21,1463,0.983
AF-A0A3Q0KN54-F1-model_v4,9.22,1463,0.423
AF-A0A3Q0KHI9-F1-model_v4,16.52,1464,0.703
AF-A0A3Q0KKK1-F1-model_v4,62.33,1464,0.984
AF-A0A3Q0KMW6-F1-model_v4,3.64,1464,0.11
AF-G4VFW1-F1-model_v4,15.04,1464,0.661
AF-C4QP66-F1-model_v4,3.69,1464,0.113
AF-A0A5K4F699-F1-model_v4,60.51,1465,0.982
AF-A0A3Q0KJE9-F1-model_v4,1.51,1466,0.018
AF-A0A5K4F1D4-F1-model_v4,10.59,1467,0.489
AF-A0A3Q0KKB4-F1-model_v4,1.49,1468,0.017
AF-A0A5K4FAG4-F1-model_v4,42.42,1468,0.952
AF-A0A3Q0KC96-F1-model_v4,24.98,1468,0.86
AF-A0A5K4F5X1-F1-model_v4,22.24,1469,0.824
AF-A0A5K4ERC5-F1-model_v4,16.02,1469,0.689
AF-A0A3Q0KB99-F1-model_v4,91.71,1470,0.994
AF-A0A3Q0KGR1-F1-model_v4,5.42,1470,0.212
AF-A0A3Q0KID3-F1-model_v4,34.19,1470,0.925
AF-A0A3Q0KSN2-F1-model_v4,18.81,1471,0.761
AF-A0A5K4EQ01-F1-model_v4,16.99,1471,0.715
AF-G4VMP1-F1-model_v4,9.59,1471,0.443
AF-A0A5K4EZ41-F1-model_v4,19.88,1471,0.784
AF-A0A5K4F8V6-F1-model_v4,23.3,1472,0.839
AF-A0A5K4F0Q3-F1-model_v4,2.68,1472,0.064
AF-G4VMR7-F1-model_v4,27.61,1472,0.883
AF-A0A3Q0KIJ4-F1-model_v4,9.5,1472,0.438
AF-A0A3Q0KPZ9-F1-model_v4,11.27,1473,0.52
AF-A0A5K4ETS2-F1-model_v4,8.14,1473,0.367
AF-G4V6B1-F1-model_v4,32.77,1473,0.918
AF-G4VND1-F1-model_v4,16.19,1473,0.694
AF-A0A5K4EKP4-F1-model_v4,1.75,1473,0.026
AF-A0A3Q0KGE9-F1-model_v4,18.41,1473,0.751
AF-C4QKW6-F1-model_v4,32.61,1476,0.917
AF-A0A3Q0KFF1-F1-model_v4,12.15,1477,0.554
AF-A0A3Q0KSF8-F1-model_v4,31.62,1478,0.911
AF-A0A3Q0KT19-F1-model_v4,6.28,1478,0.262
AF-A0A5K4F337-F1-model_v4,28.31,1478,0.888
AF-A0A5K4F243-F1-model_v4,30.2,1479,0.902
AF-C4Q2F6-F1-model_v4,2.82,1479,0.071
AF-G4LVI8-F1-model_v4,3.57,1479,0.106
AF-G4VEY4-F1-model_v4,41.06,1480,0.949
AF-A0A5K4FAS2-F1-model_v4,18.41,1480,0.751
AF-A0A3Q0KNQ8-F1-model_v4,11.29,1480,0.521
AF-C4QB35-F1-model_v4,3.56,1480,0.105
AF-Q7YTA4-F1-model_v4,27.19,1480,0.88
AF-A0A3Q0KP45-F1-model_v4,43.74,1481,0.955
AF-A0A5K4EBA7-F1-model_v4,5.68,1482,0.227
AF-A0A5K4EMH9-F1-model_v4,15.93,1482,0.686
AF-A0A3Q0KI36-F1-model_v4,17.77,1482,0.736
AF-A0A3Q0KTP2-F1-model_v4,6.2,1482,0.257
AF-A0A5K4F727-F1-model_v4,19.73,1483,0.781
AF-A0A5K4FFB8-F1-model_v4,5.92,1483,0.24
AF-A0A3Q0KT25-F1-model_v4,27.61,1484,0.883
AF-A0A3Q0KPV3-F1-model_v4,15.33,1484,0.67
AF-G4VP86-F1-model_v4,35.19,1485,0.931
AF-A0A3Q0KPF5-F1-model_v4,25.71,1485,0.867
AF-A0A3Q0KRM5-F1-model_v4,6.86,1486,0.296
AF-A0A5K4FG35-F1-model_v4,9.84,1486,0.455
AF-G4LVD9-F1-model_v4,16.12,1488,0.692
AF-A0A5K4F2W5-F1-model_v4,28.74,1488,0.891
AF-B2D1S3-F1-model_v4,40.28,1488,0.947
AF-A0A5K4F9W2-F1-model_v4,24.24,1488,0.851
AF-A0A5K4F344-F1-model_v4,6.52,1488,0.277
AF-A0A5K4FB35-F1-model_v4,31.7,1489,0.911
AF-A0A3Q0KKF8-F1-model_v4,13.6,1489,0.609
AF-A0A3Q0KV00-F1-model_v4,1.15,1490,0.008
AF-G4VQD2-F1-model_v4,3.03,1490,0.08
AF-A0A3Q0KQI3-F1-model_v4,13.86,1490,0.618
AF-A0A3Q0KMJ5-F1-model_v4,1.8,1490,0.028
AF-G4VJD5-F1-model_v4,24.88,1490,0.859
AF-A0A5K4F9S7-F1-model_v4,6.5,1490,0.276
AF-A0A3Q0KVA6-F1-model_v4,2.6,1491,0.061
AF-A0A5K4FAN1-F1-model_v4,62.89,1493,0.985
AF-A0A5K4F1E1-F1-model_v4,80.01,1493,0.991
AF-A0A5K4F420-F1-model_v4,2.24,1493,0.045
AF-A0A5K4F415-F1-model_v4,22.3,1493,0.825
AF-G4VIN1-F1-model_v4,32.87,1494,0.919
AF-A0A5K4F758-F1-model_v4,23.1,1494,0.836
AF-A0A3Q0KPX0-F1-model_v4,39.97,1495,0.946
AF-G4V9Q9-F1-model_v4,3.55,1495,0.105
AF-C4Q4Q6-F1-model_v4,2.95,1496,0.077
AF-A0A5K4EIH9-F1-model_v4,1.36,1496,0.013
AF-A0A3Q0KRA1-F1-model_v4,17.36,1496,0.725
AF-A0A3Q0KVJ5-F1-model_v4,5.38,1497,0.21
AF-A0A3Q0KSB1-F1-model_v4,11.31,1498,0.522
AF-A0A3Q0KMA3-F1-model_v4,65.95,1498,0.986
AF-A0A3Q0KSZ2-F1-model_v4,9.32,1498,0.428
AF-A0A5K4ERV3-F1-model_v4,42.41,1499,0.952
AF-A0A3Q0KG74-F1-model_v4,15.7,1499,0.679
AF-A0A5K4FB64-F1-model_v4,29.6,1499,0.898
AF-A0A3Q0KHY6-F1-model_v4,5.29,1499,0.204
AF-A0A5K4FBW3-F1-model_v4,13.42,1501,0.602
AF-A0A5K4FDQ3-F1-model_v4,8.51,1502,0.387
AF-A0A5K4EX24-F1-model_v4,14.85,1503,0.654
AF-A0A5K4ETA7-F1-model_v4,30.05,1503,0.901
AF-A0A3Q0KFM7-F1-model_v4,28.8,1503,0.892
AF-A0A3Q0KQ82-F1-model_v4,24.58,1505,0.856
AF-A0A5K4F2S1-F1-model_v4,19.38,1505,0.774
AF-A0A5K4ENY1-F1-model_v4,4.43,1506,0.154
AF-A0A5K4F506-F1-model_v4,3.17,1506,0.086
AF-A0A3Q0KPH9-F1-model_v4,15.57,1507,0.676
AF-A0A3Q0KLG5-F1-model_v4,25.4,1509,0.865
AF-A0A3Q0KH15-F1-model_v4,22.09,1509,0.821
AF-A0A5K4F0U2-F1-model_v4,55.33,1510,0.974
AF-G4VQX3-F1-model_v4,14.0,1510,0.623
AF-A0A3Q0KNQ6-F1-model_v4,17.07,1511,0.716
AF-G4VF10-F1-model_v4,10.55,1511,0.487
AF-A0A3Q0KMC7-F1-model_v4,3.31,1512,0.092
AF-A0A3Q0KHW2-F1-model_v4,6.8,1512,0.292
AF-G4VAK1-F1-model_v4,7.28,1513,0.319
AF-A0A5K4E9L4-F1-model_v4,8.44,1513,0.384
AF-A0A5K4EWL8-F1-model_v4,8.5,1513,0.386
AF-A0A3Q0KI80-F1-model_v4,12.48,1513,0.568
AF-A0A5K4F2Q5-F1-model_v4,0.82,1513,0.002
AF-G4VQX4-F1-model_v4,34.12,1514,0.924
AF-A0A5K4EQ94-F1-model_v4,18.15,1515,0.745
AF-A0A5K4F324-F1-model_v4,6.48,1516,0.275
AF-A0A3Q0KVG9-F1-model_v4,30.95,1516,0.906
AF-G4VI66-F1-model_v4,12.14,1517,0.554
AF-A0A3Q0KTN6-F1-model_v4,4.2,1517,0.141
AF-C1M0Q3-F1-model_v4,16.43,1517,0.701
AF-G4VSW3-F1-model_v4,3.76,1518,0.116
AF-A0A3Q0KJA5-F1-model_v4,36.31,1518,0.936
AF-A0A5K4ERD0-F1-model_v4,31.0,1518,0.907
AF-A0A3Q0KIV9-F1-model_v4,7.24,1519,0.316
AF-A0A3Q0KQL8-F1-model_v4,65.69,1519,0.986
AF-A0A5K4FCL1-F1-model_v4,50.93,1519,0.968
AF-P09841-F1-model_v4,4.13,1520,0.137
AF-G4V9U6-F1-model_v4,37.26,1520,0.939
AF-A0A5K4FDA9-F1-model_v4,12.97,1520,0.587
AF-A0A3Q0KIJ7-F1-model_v4,18.34,1521,0.749
AF-A0A5K4EME7-F1-model_v4,37.03,1521,0.938
AF-A0A3Q0KC71-F1-model_v4,25.53,1521,0.866
AF-A0A3Q0KHS1-F1-model_v4,21.08,1522,0.804
AF-A0A5K4FEW4-F1-model_v4,9.21,1523,0.423
AF-A0A5K4F3N0-F1-model_v4,8.81,1523,0.403
AF-A0A5K4F2E2-F1-model_v4,12.07,1523,0.552
AF-A0A5K4EHG6-F1-model_v4,6.06,1524,0.248
AF-A0A5K4EQS2-F1-model_v4,45.1,1524,0.958
AF-A0A5K4ENE8-F1-model_v4,15.81,1525,0.682
AF-G4LZ69-F1-model_v4,3.51,1525,0.102
AF-A0A5K4FD75-F1-model_v4,30.45,1525,0.904
AF-A0A3Q0KF71-F1-model_v4,4.48,1525,0.157
AF-A0A5K4EWX1-F1-model_v4,4.72,1525,0.171
AF-A0A5K4EI30-F1-model_v4,15.63,1526,0.677
AF-A0A5K4F3F4-F1-model_v4,5.89,1526,0.239
AF-G4VD81-F1-model_v4,19.9,1526,0.785
AF-A0A3Q0KGQ5-F1-model_v4,9.02,1527,0.415
AF-A0A2H4UCT2-F1-model_v4,6.56,1527,0.279
AF-A0A5K4FFI7-F1-model_v4,84.89,1528,0.992
AF-A0A5K4FDN2-F1-model_v4,19.5,1528,0.776
AF-A0A5K4FBW5-F1-model_v4,29.5,1529,0.897
AF-G4VRK1-F1-model_v4,13.41,1529,0.602
AF-A0A3Q0KPC6-F1-model_v4,6.98,1529,0.302
AF-A0A5K4FDG0-F1-model_v4,34.76,1531,0.929
AF-A0A3Q0KRQ4-F1-model_v4,12.6,1531,0.572
AF-A0A5K4EU11-F1-model_v4,17.93,1531,0.74
AF-A0A5K4EWM0-F1-model_v4,32.67,1531,0.917
AF-A0A5K4F2T7-F1-model_v4,5.82,1531,0.235
AF-A0A5K4EST1-F1-model_v4,24.31,1532,0.852
AF-A0A5K4F7Y5-F1-model_v4,29.86,1532,0.9
AF-A0A5K4FAL7-F1-model_v4,7.28,1532,0.319
AF-A0A3Q0KJC8-F1-model_v4,28.62,1533,0.89
AF-G4VIT8-F1-model_v4,37.29,1533,0.939
AF-G4VCL1-F1-model_v4,55.0,1534,0.974
AF-A0A3Q0KD57-F1-model_v4,3.67,1534,0.111
AF-A0A5K4EVS8-F1-model_v4,17.71,1535,0.734
AF-A0A3Q0KCC0-F1-model_v4,105.7,1535,0.996
AF-A0A5K4F935-F1-model_v4,13.34,1536,0.6
AF-G4VCG5-F1-model_v4,29.4,1537,0.896
AF-A0A5K4F095-F1-model_v4,3.7,1537,0.113
AF-A0A5K4F1T4-F1-model_v4,20.62,1537,0.796
AF-A0A3Q0KBU7-F1-model_v4,11.96,1537,0.547
AF-A0A5K4FCI8-F1-model_v4,21.83,1538,0.818
AF-A0A5K4EV10-F1-model_v4,21.32,1538,0.808
AF-A0A3Q0KMB6-F1-model_v4,23.25,1539,0.839
AF-A0A3Q0KI24-F1-model_v4,20.91,1541,0.801
AF-A0A3Q0KB93-F1-model_v4,13.0,1541,0.588
AF-G4LYS9-F1-model_v4,55.52,1541,0.975
AF-A0A5K4FFE9-F1-model_v4,14.64,1541,0.647
AF-A0A5K4E925-F1-model_v4,15.06,1541,0.661
AF-G4VDB2-F1-model_v4,3.63,1542,0.109
AF-A0A5K4F320-F1-model_v4,5.12,1542,0.194
AF-A0A3Q0KL29-F1-model_v4,12.05,1542,0.551
AF-A0A3Q0KSI1-F1-model_v4,11.3,1542,0.521
AF-G4V6X9-F1-model_v4,9.54,1543,0.44
AF-A0A5K4EU58-F1-model_v4,24.0,1544,0.849
AF-A0A5K4EXN5-F1-model_v4,29.94,1545,0.9
AF-G4VTC9-F1-model_v4,23.85,1545,0.847
AF-A0A3Q0KR94-F1-model_v4,11.37,1546,0.525
AF-A0A5K4FD08-F1-model_v4,52.06,1546,0.97
AF-A0A3Q0KDL3-F1-model_v4,16.4,1547,0.7
AF-A0A3Q0KVB9-F1-model_v4,12.36,1547,0.563
